Symbol,Name,Country,IPO Year,Sector,Industry
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,2017,Consumer Services,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,United States,,,
KRG,Kite Realty Group Trust Common Stock,United States,2004,Consumer Services,Real Estate Investment Trusts
KRO,Kronos Worldwide Inc Common Stock,United States,,Basic Industries,Major Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,2017,Energy,Oil & Gas Production
KSM,DWS Strategic Municipal Income Trust,United States,1989,,
KSS,Kohl's Corporation Common Stock,United States,1992,Consumer Services,Department/Specialty Retail Stores
KSU,Kansas City Southern Common Stock,United States,,Transportation,Railroads
KSU^,Kansas City Southern Preferred Stock,United States,,,
KT,KT Corporation Common Stock,South Korea,,Public Utilities,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,,2019,,
KTF,DWS Municipal Income Trust,United States,1988,,
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,United States,,Finance,Investment Managers
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States,,,
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,,2021,Consumer Services,Other Consumer Services
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,,Consumer Services,Real Estate
KWAC,Kingswood Acquisition Corp. Class A Common Stock,,2021,,
KWR,Quaker Chemical Corporation Common Stock,United States,,Basic Industries,Automotive Aftermarket
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,2004,,
L,Loews Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
LAC,Lithium Americas Corp. Common Shares,Canada,,,
LAD,Lithia Motors Inc. Common Stock,United States,,Consumer Services,Other Specialty Stores
LADR,Ladder Capital Corp Class A Common Stock,,2014,Consumer Services,Real Estate Investment Trusts
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,,2018,Miscellaneous,Service to the Health Industry
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,Bermuda,2005,Finance,Investment Managers
LB,L Brands Inc.,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,United States,2018,Energy,Oilfield Services/Equipment
LC,LendingClub Corporation Common Stock,United States,2014,Finance,Finance Companies
LCI,Lannett Co Inc Common Stock,United States,,Health Care,Major Pharmaceuticals
LCII,LCI Industries,United States,,Capital Goods,Auto Parts:O.E.M.
LDI,loanDepot Inc. Class A Common Stock,,2021,Finance,Finance: Consumer Services
LDL,Lydall Inc. Common Stock,United States,,Technology,Industrial Machinery/Components
LDOS,Leidos Holdings Inc. Common Stock,United States,,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,2012,,
LEA,Lear Corporation Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
LEAF,Leaf Group Ltd. Common Stock,United States,,Technology,EDP Services
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,United States,2020,Finance,Business Services
LEG,Leggett & Platt Incorporated Common Stock,United States,,Consumer Durables,Home Furnishings
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,,2014,Finance,Real Estate
LEN,Lennar Corporation Class A Common Stock,United States,,Consumer Services,Building operators
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,1987,,
LEV,The Lion Electric Company Common Shares,,2021,,
LEVI,Levi Strauss & Co Class A Common Stock,United States,2019,Basic Industries,Industrial Specialties
LFC,China Life Insurance Company Limited American Depositary Shares,China,2003,Finance,Life Insurance
LFT,Lument Finance Trust Inc. Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,United States,,,
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,2004,,
LGV,Longview Acquisition Corp. II Class A Common Stock,,2021,,
LH,Laboratory Corporation of America Holdings Common Stock,United States,,Health Care,Medical Specialities
LHC,Leo Holdings Corp. II Class A Ordinary Shares,,2021,Finance,Business Services
LHX,L3Harris Technologies Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
LII,Lennox International Inc. Common Stock,United States,1999,Capital Goods,Industrial Machinery/Components
LIII,Leo Holdings III Corp. Class A Ordinary Shares,,2021,,
LIN,Linde plc Ordinary Share,,2018,Basic Industries,Major Chemicals
LINX,Linx S.A. American Depositary Shares each representing one common share,,2019,Technology,Computer Software: Prepackaged Software
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,China,2013,Consumer Services,Catalog/Specialty Distribution
LL,Lumber Liquidators Holdings Inc Common Stock,United States,2007,Consumer Services,RETAIL: Building Materials
LLY,Eli Lilly and Company Common Stock,United States,,Health Care,Major Pharmaceuticals
LMND,Lemonade Inc. Common Stock,United States,2020,Finance,Property-Casualty Insurers
LMT,Lockheed Martin Corporation Common Stock,United States,,Capital Goods,Aerospace
LNC,Lincoln National Corporation Common Stock,United States,,Finance,Life Insurance
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,,Consumer Non-Durables,Farming/Seeds/Milling
LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
LNN,Lindsay Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
LOKB,Live Oak Acquisition Corp. II Class A Common Stock,,2021,,
LOKM,Live Oak Mobility Acquisition Corp. Class A Common Stock,,2021,,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,2017,Capital Goods,Building Materials
LOW,Lowe's Companies Inc. Common Stock,United States,,Consumer Services,RETAIL: Building Materials
LPG,Dorian LPG Ltd. Common Stock,,2014,Transportation,Marine Transportation
LPI,Laredo Petroleum Inc. Common Stock,United States,2011,Energy,Oil & Gas Production
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,2004,Capital Goods,Industrial Machinery/Components
LPX,Louisiana-Pacific Corporation Common Stock,United States,,,
LRN,Stride Inc. Common Stock,United States,,Miscellaneous,Other Consumer Services
LSI,Life Storage Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
LSPD,Lightspeed POS Inc. Subordinate Voting Shares,,,,
LTC,LTC Properties Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
LTHM,Livent Corporation Common Stock,United States,2018,Basic Industries,Industrial Specialties
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,China,2020,Finance,Finance: Consumer Services
LUB,Luby's Inc. Common Stock,United States,,Consumer Services,Restaurants
LUMN,Lumen Technologies Inc. Common Stock,United States,,Public Utilities,Telecommunications Equipment
LUV,Southwest Airlines Company Common Stock,United States,,Transportation,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,United States,2004,Consumer Services,Hotels/Resorts
LW,Lamb Weston Holdings Inc. Common Stock ,,2016,Consumer Non-Durables,Specialty Foods
LXP,Lexington Realty Trust Common Stock,United States,,,
LXP^C,Lexington Realty Trust  Preferred Conv. Series C,United States,,,
LXU,LSB Industries Inc. Common Stock,United States,,Basic Industries,Industrial Specialties
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,,Basic Industries,Major Chemicals
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,,Finance,Commercial Banks
LYV,Live Nation Entertainment Inc. Common Stock,United States,,Consumer Services,Movies/Entertainment
LZB,La-Z-Boy Incorporated Common Stock,United States,,Consumer Durables,Home Furnishings
M,Macy's Inc Common Stock,United States,,Consumer Services,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,2006,Miscellaneous,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,1994,Consumer Services,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,United States,,,
MAC,Macerich Company (The) Common Stock,United States,1994,Consumer Services,Real Estate Investment Trusts
MACC,Mission Advancement Corp. Class A Common Stock,,2021,,
MAIN,Main Street Capital Corporation Common Stock,United States,2007,Finance,Finance/Investors Services
MAN,ManpowerGroup Common Stock,United States,,Technology,Professional Services
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,2012,Consumer Services,Movies/Entertainment
MAS,Masco Corporation Common Stock,United States,,Capital Goods,Building Products
MATX,Matson Inc. Common Stock,United States,,Transportation,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States,,,
MAX,MediaAlpha Inc. Class A Common Stock,,2020,Capital Goods,Industrial Machinery/Components
MAXR,Maxar Technologies Inc.,,,Capital Goods,Telecommunications Equipment
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock,,2021,,
MBI,MBIA Inc. Common Stock,United States,1987,Finance,Property-Casualty Insurers
MBT,Mobile TeleSystems PJSC,Russia,,Public Utilities,Telecommunications Equipment
MC,Moelis & Company Class A Common Stock,,2014,,
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,United States,1992,,
MCB,Metropolitan Bank Holding Corp. Common Stock,,2017,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,,Consumer Services,Restaurants
MCI,Barings Corporate Investors Common Stock,United States,,,
MCK,McKesson Corporation Common Stock,United States,,Health Care,Other Pharmaceuticals
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States,2004,,
MCO,Moody's Corporation Common Stock,United States,,Technology,Advertising
MCR,MFS Charter Income Trust Common Stock,United States,1989,,
MCS,Marcus Corporation (The) Common Stock,United States,,Consumer Services,Movies/Entertainment
MCY,Mercury General Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
MD,Mednax Inc. Common Stock,United States,,Health Care,Medical Specialities
MDC,M.D.C. Holdings Inc. Common Stock,United States,,Capital Goods,Homebuilding
MDH,MDH Acquisition Corp. Class A Common Stock,,2004,,
MDLA,Medallia Inc. Common Stock,United States,2019,Technology,EDP Services
MDLQ,Medley LLC 7.25% Notes due 2024,,2017,,
MDLX,Medley LLC 6.875% Senior Notes due 2026,,2016,,
MDLY,Medley Management Inc. Class A Common Stock,United States,2014,Finance,Finance/Investors Services
MDP,Meredith Corporation Common Stock,United States,,Consumer Services,Newspapers/Magazines
MDT,Medtronic plc. Ordinary Shares,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,,Capital Goods,Building Materials
MEC,Mayville Engineering Company Inc. Common Stock,,2019,Capital Goods,Metal Fabrications
MED,MEDIFAST INC Common Stock,United States,,Miscellaneous,Other Consumer Services
MEG,Montrose Environmental Group Inc. Common Stock,United States,2020,,
MEI,Methode Electronics Inc. Common Stock,United States,,Capital Goods,Electrical Products
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,United States,,,
MET,MetLife Inc. Common Stock,United States,2000,Finance,Life Insurance
MET^A,MetLife Inc. Preferred Series A Floating Rate,United States,,,
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,United States,,,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,United States,,,
MFA,MFA Financial Inc.,United States,,Consumer Services,Real Estate Investment Trusts
MFA^B,MFA Financial Inc. Preferred Series B,United States,,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,,
MFC,Manulife Financial Corporation Common Stock,Canada,,Technology,Advertising
MFD,Macquarie First Trust Global Common Stock,United States,2004,,
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan,,Finance,Major Banks
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,,2017,Technology,Computer Software: Prepackaged Software
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,United States,1997,,
MFM,MFS Municipal Income Trust Common Stock,United States,1986,,
MFV,MFS Special Value Trust Common Stock,United States,,,
MG,Mistras Group Inc Common Stock,United States,2009,Miscellaneous,Diversified Manufacture
MGA,Magna International Inc. Common Stock,Canada,,Capital Goods,Auto Parts:O.E.M.
MGF,MFS Government Markets Income Trust Common Stock,United States,1987,,
MGM,MGM Resorts International Common Stock,United States,,Consumer Services,Hotels/Resorts
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,United States,2016,Consumer Services,Real Estate Investment Trusts
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,2019,,
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,2020,Finance,Investment Managers
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,United States,2005,,
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,2017,Energy,Oil & Gas Production
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),Bermuda,,,
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,Bermuda,,,
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,Bermuda,,,
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States,1997,,
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States,1988,,
MHI,Pioneer Municipal High Income Fund Inc.,United States,2003,,
MHK,Mohawk Industries Inc. Common Stock,United States,,Consumer Durables,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,2016,,
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,1997,,
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,2013,,
MHO,M/I Homes Inc. Common Stock,United States,1993,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation Common Stock,United States,2004,Transportation,Aerospace
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock,,2013,,
MIN,MFS Intermediate Income Trust Common Stock,United States,1988,,
MIT,Mason Industrial Technology Inc. Class A Common Stock,,2021,,
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States,2011,,
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,United States,,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,United States,,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,,
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa,2013,Technology,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,1992,,
MKC,McCormick & Company Incorporated Common Stock,United States,,Consumer Non-Durables,Farming/Seeds/Milling
MKL,Markel Corporation Common Stock,United States,1986,Finance,Property-Casualty Insurers
MLI,Mueller Industries Inc. Common Stock,United States,,Basic Industries,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,United States,1994,Capital Goods,Building Materials
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States,,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,United States,,Capital Goods,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,2012,,
MMI,Marcus & Millichap Inc. Common Stock,,2013,Finance,Real Estate
MMM,3M Company Common Stock,United States,,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P. Limited Partnership,United States,,Energy,Oil & Gas Production
MMS,Maximus Inc. Common Stock,United States,1997,Miscellaneous,Business Services
MMT,MFS Multimarket Income Trust Common Stock,United States,1987,,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,1992,,
MN,Manning & Napier Inc. Class A Common Stock,United States,2011,Finance,Investment Managers
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,United States,1993,,
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,United States,,,
MNRL,Brigham Minerals Inc. Class A Common Stock,,2019,Energy,Oil & Gas Production
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,China,2020,Consumer Services,Department/Specialty Retail Stores
MO,Altria Group Inc.,United States,,Consumer Non-Durables,Farming/Seeds/Milling
MOD,Modine Manufacturing Company Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
MODN,Model N Inc. Common Stock,United States,2013,Technology,EDP Services
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,2018,Miscellaneous,Business Services
MOH,Molina Healthcare Inc Common Stock,United States,2003,Health Care,Medical Specialities
MOS,Mosaic Company (The) Common Stock,United States,,Basic Industries,Agricultural Chemicals
MOTV,Motive Capital Corp Class A Ordinary Shares,,2021,Finance,Business Services
MOV,Movado Group Inc. Common Stock,United States,,Consumer Non-Durables,Consumer Specialties
MP,MP Materials Corp. Common Stock,,2020,,
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States,1992,,
MPC,Marathon Petroleum Corporation Common Stock,United States,,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,,2020,Health Care,Medical Specialities
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,2012,Energy,Oil & Gas Production
MPV,Barings Participation Investors Common Stock,United States,1988,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,United States,2005,Consumer Services,Real Estate Investment Trusts
MPX,Marine Products Corporation Common Stock,United States,,Consumer Non-Durables,Recreational Products/Toys
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,1992,,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,1992,,
MRC,MRC Global Inc. Common Stock,United States,2012,Capital Goods,Fluid Controls
MRK,Merck & Company Inc. Common Stock (new),United States,,Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation Common Stock,United States,,Energy,Oil & Gas Production
MS,Morgan Stanley Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,United States,,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,United States,,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,United States,,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),United States,,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,United States,,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,United States,,,
MSA,MSA Safety Incorporated Common Stock,United States,,Miscellaneous,Diversified Manufacture
MSB,Mesabi Trust Common Stock,United States,,Basic Industries,Steel/Iron Ore
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,,2018,Consumer Services,Hotels/Resorts
MSCI,MSCI Inc Common Stock,United States,,Technology,Advertising
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,1993,,
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,,2020,Consumer Services,Movies/Entertainment
MSGN,MSG Networks Inc. Common Stock,United States,,Consumer Services,Television Services
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,2015,Consumer Services,Hotels/Resorts
MSI,Motorola Solutions Inc. Common Stock,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,1995,Capital Goods,Industrial Machinery/Components
MSP,Datto Holding Corp. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg,,Basic Industries,Steel/Iron Ore
MTB,M&T Bank Corporation Common Stock,United States,,Finance,Major Banks
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,Luxembourg,2020,Basic Industries,Steel/Iron Ore
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland,1997,Health Care,Medical Specialities
MTDR,Matador Resources Company Common Stock,United States,2012,Energy,Oil & Gas Production
MTG,MGIC Investment Corporation Common Stock,United States,1991,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,United States,,Capital Goods,Homebuilding
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),Russia,2004,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),Russia,,,
MTN,Vail Resorts Inc. Common Stock,United States,1997,Consumer Services,Movies/Entertainment
MTOR,Meritor Inc. Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
MTR,Mesa Royalty Trust Common Stock,United States,,Energy,Oil & Gas Production
MTRN,Materion Corporation,United States,,,
MTW,Manitowoc Company Inc. (The) Common Stock,United States,,Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,United States,1992,Basic Industries,Major Chemicals
MTZ,MasTec Inc. Common Stock,United States,,Basic Industries,Water Supply
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,1993,,
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States,1998,,
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States,,,
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan,,Finance,Commercial Banks
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock,United States,2003,,
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,1998,,
MUR,Murphy Oil Corporation Common Stock,United States,,Energy,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,United States,2013,Public Utilities,Natural Gas Distribution
MUX,McEwen Mining Inc. Common Stock,Canada,,Basic Industries,Precious Metals
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States,,,
MVO,MV Oil Trust Units of Beneficial Interests,United States,2007,Energy,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,1993,,
MWA,MUELLER WATER PRODUCTS Common Stock,United States,2006,Capital Goods,Office Equipment/Supplies/Services
MX,Magnachip Semiconductor Corporation Common Stock,Luxembourg,2011,Technology,Semiconductors
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States,,,
MXF,Mexico Fund Inc. (The) Common Stock,United States,,,
MXL,MaxLinear Inc. Common Stock,United States,2010,Technology,Semiconductors
MYC,Blackrock MuniYield California Fund Inc. Common Stock,United States,1992,,
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States,1991,,
MYE,Myers Industries Inc. Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States,,,
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,United States,1992,,
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States,1992,,
MYOV,Myovant Sciences Ltd. Common Shares,United States,2016,Health Care,Major Pharmaceuticals
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,,2021,Consumer Services,Catalog/Specialty Distribution
NAC,Nuveen California Quality Municipal Income Fund,United States,1999,,
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States,1999,,
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,1999,,
NAPA,The Duckhorn Portfolio Inc. Common Stock,,2021,Consumer Non-Durables,Beverages (Production/Distribution)
NAT,Nordic American Tankers Limited Common Stock,Bermuda,,Transportation,Marine Transportation
NAV,Navistar International Corporation Common Stock,United States,,Capital Goods,Auto Manufacturing
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States,1992,,
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,2010,,
NBHC,National Bank Holdings Corporation Common Stock,United States,2012,Finance,Major Banks
NBR,Nabors Industries Ltd.,Bermuda,,Energy,Oil & Gas Production
NC,NACCO Industries Inc. Common Stock,United States,,,
NCA,Nuveen California Municipal Value Fund,United States,,,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,,Transportation,Marine Transportation
NCR,NCR Corporation Common Stock,United States,,Miscellaneous,Office Equipment/Supplies/Services
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,United States,2003,,
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,United States,,,
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,United States,2003,,
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,United States,,,
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,,2020,,
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States,2012,,
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,2002,,
NEE,NextEra Energy Inc. Common Stock,United States,,Public Utilities,Electric Utilities: Central
NEE^K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,United States,,,
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,United States,,,
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,United States,,,
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,United States,,,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,United States,,,
NEM,Newmont Corporation,United States,,Basic Industries,Precious Metals
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,2014,Public Utilities,Electric Utilities: Central
NET,Cloudflare Inc. Class A Common Stock,United States,2019,Technology,EDP Services
NETI,Eneti Inc. Common Stock,Monaco,2013,Transportation,Marine Transportation
NEU,NewMarket Corp Common Stock,United States,,Basic Industries,Major Chemicals
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,United States,2009,,
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,,2018,Miscellaneous,Service to the Health Industry
NEWR,New Relic Inc. Common Stock,United States,2014,Technology,Computer Software: Prepackaged Software
NEX,NexTier Oilfield Solutions Inc. Common Stock,United States,2017,Energy,Oilfield Services/Equipment
NEXA,Nexa Resources S.A. Common Shares,,2017,Basic Industries,Precious Metals
NFG,National Fuel Gas Company Common Stock,United States,,Energy,Oil & Gas Production
NFH,New Frontier Health Corporation Ordinary Shares,,2018,Health Care,Hospital/Nursing Management
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,2005,Finance,Trusts Except Educational Religious and Charitable
NGAB,Northern Genesis Acquisition Corp. II Common Stock,,2021,,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom,,Public Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States,2011,,
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,United States,,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States,,,
NGS,Natural Gas Services Group Inc. Common Stock,United States,2002,Energy,Metal Fabrications
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States,2012,Consumer Services,Food Chains
NGVT,Ingevity Corporation Common Stock ,,2016,Basic Industries,Industrial Specialties
NHF,NexPoint Strategic Opportunities Fund,,,,
