Symbol,Name,Country,IPO Year,Sector,Industry
PRAA,PRA Group Inc. Common Stock,United States,2002,Technology,Advertising
PRAH,PRA Health Sciences Inc. Common Stock,United States,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAX,Praxis Precision Medicines Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
PRCH,Porch Group Inc. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
PRDO,Perdoceo Education Corporation Common Stock,United States,,Miscellaneous,Other Consumer Services
PRFT,Perficient Inc. Common Stock,United States,1999,Technology,EDP Services
PRFX,PainReform Ltd. Ordinary Shares,Israel,2020,Health Care,Major Pharmaceuticals
PRGS,Progress Software Corporation Common Stock (DE),United States,1991,Technology,Computer Software: Prepackaged Software
PRIM,Primoris Services Corporation Common Stock,United States,,Basic Industries,Water Supply
PRLD,Prelude Therapeutics Incorporated Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
PROF,Profound Medical Corp. Common Stock,Canada,,,
PROG,Progenity Inc. Common Stock,United States,1995,Consumer Durables,Specialty Chemicals
PROV,Provident Financial Holdings Inc. Common Stock,United States,,Finance,Savings Institutions
PRPH,ProPhase Labs Inc. Common Stock (DE),United States,,Health Care,Major Pharmaceuticals
PRPL,Purple Innovation Inc. Common Stock,United States,2015,Consumer Durables,Home Furnishings
PRPO,Precipio Inc.  Common Stock,United States,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PRQR,ProQR Therapeutics N.V. Ordinary Shares,Netherlands,2014,Health Care,Major Pharmaceuticals
PRSR,Prospector Capital Corp. Class A Ordinary Shares,United States,2021,Finance,Business Services
PRSRU,Prospector Capital Corp. Unit,United States,2021,Finance,Business Services
PRSRW,Prospector Capital Corp. Warrants,United States,2021,Finance,Business Services
PRTA,Prothena Corporation plc Ordinary Shares,United States,,Health Care,Major Pharmaceuticals
PRTC,PureTech Health plc American Depositary Shares,United Kingdom,,Finance,Investment Managers
PRTG,Portage Biotech Inc. Common Stock,Canada,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTH,Priority Technology Holdings Inc. Common Stock,United States,2016,Technology,EDP Services
PRTK,Paratek Pharmaceuticals Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
PRTS,CarParts.com Inc. Common Stock,United States,2007,Consumer Services,Other Specialty Stores
PRVA,Privia Health Group Inc. Common Stock,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
PRVB,Provention Bio Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
PSAC,Property Solutions Acquisition Corp. Common Stock,United States,2020,,
PSACU,Property Solutions Acquisition Corp. Unit,United States,2020,,
PSACW,Property Solutions Acquisition Corp. Warrant,United States,2020,,
PSAG,Property Solutions Acquisition Corporation II Class A Common Stock,United States,2021,,
PSAGU,Property Solutions Acquisition Corporation II Units,United States,2021,,
PSAGW,Property Solutions Acquisition Corporation II Warrant,United States,2021,Finance,Business Services
PSEC,Prospect Capital Corporation Common Stock,United States,2004,Finance,Finance/Investors Services
PSHG,Performance Shipping Inc. Common Shares,Greece,,Transportation,Marine Transportation
PSMT,PriceSmart Inc. Common Stock,United States,,Consumer Services,Department/Specialty Retail Stores
PSNL,Personalis Inc. Common Stock,United States,2019,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PSTI,Pluristem Therapeutics Inc. Common Stock,Israel,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,United States,,Health Care,Medical/Dental Instruments
PSTX,Poseida Therapeutics Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
PT,Pintec Technology Holdings Limited American Depositary Shares,China,2018,Technology,Computer Software: Programming Data Processing
PTC,PTC Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,United States,2013,Health Care,Major Pharmaceuticals
PTE,PolarityTE Inc. Common Stock,United States,,Consumer Durables,Specialty Chemicals
PTEN,Patterson-UTI Energy Inc. Common Stock,United States,1993,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc. Common Stock,United States,2016,Health Care,Major Pharmaceuticals
PTIC,PropTech Investment Corporation II Class A Common Stock,United States,2021,,
PTICU,PropTech Investment Corporation II Unit,United States,2020,,
PTICW,PropTech Investment Corporation II Warrant,United States,2021,Finance,Business Services
PTIX,Protagenic Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
PTIXW,Protagenic Therapeutics Inc. Warrant,United States,,,
PTMN,Portman Ridge Finance Corporation Common Stock,United States,,Finance,Finance/Investors Services
PTNR,Partner Communications Company Ltd. American Depositary Shares,Israel,,Public Utilities,Telecommunications Equipment
PTOC,Pine Technology Acquisition Corp. Class A Common Stock,United States,2021,Finance,Business Services
PTOCU,Pine Technology Acquisition Corp. Unit,United States,2021,,
PTOCW,Pine Technology Acquisition Corp. Warrant,United States,2021,Finance,Business Services
PTON,Peloton Interactive Inc. Class A Common Stock,United States,2019,Consumer Services,Other Consumer Services
PTPI,Petros Pharmaceuticals Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
PTRS,Partners Bancorp Common Stock,United States,,Finance,Major Banks
PTSI,P.A.M. Transportation Services Inc. Common Stock,United States,1986,Transportation,Trucking Freight/Courier Services
PTVCA,Protective Insurance Corporation Class A Common Stock,United States,,Finance,Property-Casualty Insurers
PTVCB,Protective Insurance Corporation Class B Common Stock,United States,,Finance,Property-Casualty Insurers
PTVE,Pactiv Evergreen Inc. Common stock,United States,2020,Consumer Durables,Containers/Packaging
PUBM,PubMatic Inc. Class A Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
PUCK,Goal Acquisitions Corp. Common Stock,United States,2021,,
PUCKU,Goal Acquisitions Corp. Unit,United States,2021,,
PUCKW,Goal Acquisitions Corp. Warrant,United States,2021,Finance,Business Services
PULM,Pulmatrix Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
PUYI,Puyi Inc. American Depository Shares,China,2019,Finance,Investment Managers
PVAC,Penn Virginia Corporation Common Stock,United States,,Energy,Oil & Gas Production
PVBC,Provident Bancorp Inc. (MD) Common Stock,United States,2015,Finance,Major Banks
PWFL,PowerFleet Inc. Common Stock,United States,,Capital Goods,Telecommunications Equipment
PWOD,Penns Woods Bancorp Inc. Common Stock,United States,,Finance,Major Banks
PXLW,Pixelworks Inc.  Common Stock,United States,2000,Technology,Semiconductors
PXS,Pyxis Tankers Inc. Common Stock,Greece,,Transportation,Marine Transportation
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,Greece,,Transportation,Marine Transportation
PXSAW,Pyxis Tankers Inc. Warrant,Greece,,Transportation,Marine Transportation
PYPD,PolyPid Ltd. Ordinary Shares,Israel,2020,Health Care,Medical/Dental Instruments
PYPL,PayPal Holdings Inc. Common Stock,United States,,Miscellaneous,Business Services
PYR,PyroGenesis Canada Inc. Common Shares,Canada,,,
PZZA,Papa John's International Inc. Common Stock,United States,1993,Consumer Services,Restaurants
QADA,QAD Inc. Class A Common Stock,United States,,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc. Class B Common Stock,United States,,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated Common Stock,United States,1991,Technology,Computer peripheral equipment
QCRH,QCR Holdings Inc. Common Stock,United States,,Finance,Major Banks
QDEL,Quidel Corporation Common Stock,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QELL,Qell Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
QELLU,Qell Acquisition Corp. Unit,United States,2020,Finance,Business Services
QELLW,Qell Acquisition Corp. Warrant,United States,2020,Finance,Business Services
QFIN,360 DigiTech Inc. American Depositary Shares,China,2018,Finance,Finance: Consumer Services
QH,Quhuo Limited American Depository Shares,China,2020,Miscellaneous,Business Services
QIWI,QIWI plc American Depositary Shares,Cyprus,2013,Miscellaneous,Business Services
QK,Q&K International Group Limited American Depositary Shares,China,2019,Finance,Real Estate
QLGN,Qualigen Therapeutics Inc. Common Stock,United States,2015,Health Care,Biotechnology: Commercial Physical & Biological Resarch
QLI,Qilian International Holding Group Ltd. Ordinary Shares,China,2021,Health Care,Major Pharmaceuticals
QLYS,Qualys Inc. Common Stock,United States,2012,Technology,EDP Services
QMCO,Quantum Corporation Common Stock,United States,,Technology,Electronic Components
QNST,QuinStreet Inc. Common Stock,United States,2010,Technology,Advertising
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,United States,,Finance,Finance Companies
QRHC,Quest Resource Holding Corporation Common Stock,United States,,Capital Goods,Building Products
QRTEA,Qurate Retail Inc. Series A Common Stock ,United States,,Consumer Services,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B Common Stock ,United States,,Consumer Services,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,United States,,Consumer Services,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
QTNT,Quotient Limited Ordinary Shares,Switzerland,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QTRX,Quanterix Corporation Common Stock,United States,2017,Health Care,Industrial Specialties
QTT,Qutoutiao Inc. American Depositary Shares,China,2018,Technology,Computer Software: Prepackaged Software
QUIK,QuickLogic Corporation Common Stock,United States,1999,Technology,Semiconductors
QUMU,Qumu Corporation Common Stock,United States,,Technology,Retail: Computer Software & Peripheral Equipment
QURE,uniQure N.V. Ordinary Shares,Netherlands,2014,Health Care,Major Pharmaceuticals
RAAC,Revolution Acceleration Acquisition Corp Class A Common Stock,United States,2021,,
RAACU,Revolution Acceleration Acquisition Corp Unit,United States,2020,,
RAACW,Revolution Acceleration Acquisition Corp Warrant,United States,2021,Finance,Business Services
RACA,Therapeutics Acquisition Corp. Class A Common Stock,United States,2020,,
RACB,Research Alliance Corp. II Class A Common Stock,United States,2021,,
RADA,RADA Electronic Industries Ltd. Ordinary Shares,Israel,,,
RADI,Radius Global Infrastructure Inc. Class A Common Stock,United States,,Consumer Services,Telecommunications Equipment
RAIL,FreightCar America Inc. Common Stock,United States,2005,Capital Goods,Railroads
RAIN,Rain Therapeutics Inc. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
RAND,Rand Capital Corporation Common Stock,United States,,Finance,Finance/Investors Services
RAPT,RAPT Therapeutics Inc. Common Stock,United States,2019,Health Care,Major Pharmaceuticals
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
RAVE,Rave Restaurant Group Inc. Common Stock,United States,,Consumer Services,Restaurants
RAVN,Raven Industries Inc. Common Stock,United States,,Capital Goods,Office Equipment/Supplies/Services
RBB,RBB Bancorp Common Stock,United States,2017,Finance,Commercial Banks
RBBN,Ribbon Communications Inc. Common Stock,United States,,Technology,EDP Services
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,1998,Finance,Major Banks
RBCN,Rubicon Technology Inc. Common Stock,United States,2007,Technology,Semiconductors
RBKB,Rhinebeck Bancorp Inc. Common Stock,United States,2019,Finance,Major Banks
RBNC,Reliant Bancorp Inc. Common Stock,United States,,Finance,Major Banks
RCAT,Red Cat Holdings Inc. Common Stock,United States,,Technology,Retail: Computer Software & Peripheral Equipment
RCEL,Avita Therapeutics Inc. Common Stock,Australia,,Health Care,Medical Specialities
RCHG,Recharge Acquisition Corp. Class A Common Stock,United States,2020,,
RCHGU,Recharge Acquisition Corp. Unit,United States,2020,,
RCHGW,Recharge Acquisition Corp. Warrant,United States,2020,Finance,Business Services
RCII,Rent-A-Center Inc. Common Stock,United States,1995,Technology,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc. Common Stock,United States,2015,Health Care,Major Pharmaceuticals
RCKY,Rocky Brands Inc. Common Stock,United States,1993,Consumer Non-Durables,Shoe Manufacturing
RCLF,Rosecliff Acquisition Corp I Class A Common Stock,United States,2021,,
RCLFU,Rosecliff Acquisition Corp I Unit,United States,2021,,
RCLFW,Rosecliff Acquisition Corp I Warrants,United States,2021,Finance,Business Services
RCM,R1 RCM Inc. Common Stock,United States,,Consumer Services,Other Consumer Services
RCMT,RCM Technologies Inc. Common Stock,United States,,Consumer Services,Military/Government/Technical
RCON,Recon Technology Ltd. Class A Ordinary Shares,China,2009,Energy,Oilfield Services/Equipment
RDCM,Radcom Ltd. Ordinary Shares,Israel,1997,Technology,Computer peripheral equipment
RDFN,Redfin Corporation Common Stock,United States,2017,Finance,Real Estate
RDHL,Redhill Biopharma Ltd. American Depositary Shares,Israel,,Health Care,Major Pharmaceuticals
RDI,Reading International Inc Class A Common Stock,United States,,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc Class B Common Stock,United States,,Consumer Services,Movies/Entertainment
RDNT,RadNet Inc. Common Stock,United States,,Health Care,Medical Specialities
RDUS,Radius Health Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
RDVT,Red Violet Inc. Common Stock ,United States,,Technology,Computer Software: Prepackaged Software
RDWR,Radware Ltd. Ordinary Shares,Israel,1999,Technology,EDP Services
REAL,The RealReal Inc. Common Stock,United States,2019,Consumer Services,Catalog/Specialty Distribution
REDU,RISE Education Cayman Ltd American Depositary Shares,China,2017,Miscellaneous,Service to the Health Industry
REED,Reeds Inc. Common Stock,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
REFR,Research Frontiers Incorporated Common Stock,United States,,Capital Goods,Industrial Machinery/Components
REG,Regency Centers Corporation Common Stock,United States,1993,Consumer Services,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc. Common Stock,United States,2012,Basic Industries,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc. Common Stock,United States,1991,Health Care,Major Pharmaceuticals
REKR,Rekor Systems Inc. Common Stock,United States,,Technology,EDP Services
RELI,Reliance Global Group Inc. Common Stock,United States,,Finance,Specialty Insurers
RELIW,Reliance Global Group Inc. Series A Warrants,United States,,Consumer Services,Broadcasting
RELL,Richardson Electronics Ltd. Common Stock,United States,1983,Technology,Electronic Components
REPH,Recro Pharma Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
REPL,Replimune Group Inc. Common Stock,United States,2018,Health Care,Major Pharmaceuticals
RESN,Resonant Inc. Common Stock,United States,2014,Technology,Semiconductors
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,United States,2016,Health Care,Major Pharmaceuticals
RETO,ReTo Eco-Solutions Inc. Common Shares,China,2017,Capital Goods,Multi-Sector Companies
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock,United States,2021,,
REVHU,Revolution Healthcare Acquisition Corp. SAIL Units,United States,2021,,
REVHW,Revolution Healthcare Acquisition Corp. SAIL Warrant.,United States,2021,,
REYN,Reynolds Consumer Products Inc. Common Stock,United States,2020,Capital Goods,Office Equipment/Supplies/Services
RFIL,RF Industries Ltd. Common Stock,United States,,Capital Goods,Electrical Products
RGCO,RGC Resources Inc. Common Stock,United States,,Public Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,United States,1986,Health Care,Medical/Dental Instruments
RGLD,Royal Gold Inc. Common Stock,United States,,,
RGLS,Regulus Therapeutics Inc. Common Stock,United States,2012,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc. Common Stock,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc. Common Stock,United States,,Miscellaneous,Business Services
RIBT,RiceBran Technologies Common Stock,United States,,Consumer Non-Durables,Specialty Foods
RICK,RCI Hospitality Holdings Inc. Common Stock,United States,1995,Consumer Services,Restaurants
RIDE,Lordstown Motors Corp. Class A Common Stock,United States,2019,Capital Goods,Construction/Ag Equipment/Trucks
RIGL,Rigel Pharmaceuticals Inc. Common Stock,United States,2000,Health Care,Major Pharmaceuticals
RILY,B. Riley Financial Inc. Common Stock,United States,,Finance,Investment Managers
RILYG,B. Riley Financial Inc. 7.25% Senior Notes due 2027,United States,,Miscellaneous,Business Services
RILYH,B. Riley Financial Inc. 7.375% Senior Notes due 2023,United States,,Miscellaneous,Business Services
RILYI,B. Riley Financial Inc. 6.875% Senior Notes due 2023,United States,,Miscellaneous,Business Services
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,United States,,Miscellaneous,Business Services
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,United States,,Finance,Investment Managers
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,United States,,Miscellaneous,Business Services
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,United States,,Miscellaneous,Business Services
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,United States,,Miscellaneous,Business Services
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,United States,,Finance,Investment Managers
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,United States,,Miscellaneous,Business Services
RIOT,Riot Blockchain Inc.  Common Stock ,United States,,Technology,Retail: Computer Software & Peripheral Equipment
RIVE,Riverview Financial Corporation Common Stock,United States,,Finance,Major Banks
RKDA,Arcadia Biosciences Inc. Common Stock,United States,2015,Basic Industries,Agricultural Chemicals
RLAY,Relay Therapeutics Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
RLMD,Relmada Therapeutics Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,United States,2019,,
RMBL,RumbleOn Inc. Class B Common Stock,United States,,Capital Goods,Automotive Aftermarket
RMBS,Rambus Inc. Common Stock,United States,1997,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,United States,,Consumer Non-Durables,Specialty Foods
RMGB,RMG Acquisition Corp. II Class A Ordinary Shares,United States,2021,Finance,Business Services
RMGBU,RMG Acquisition Corp. II Unit,United States,2020,Finance,Business Services
RMGBW,RMG Acquisition Corp. II Warrant,United States,2021,Finance,Business Services
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,United States,2021,Finance,Business Services
RMGCU,RMG Acquisition Corp. III Unit,United States,2021,Finance,Business Services
RMGCW,RMG Acquisition Corp. III Warrant,United States,2021,Finance,Business Services
RMNI,Rimini Street Inc. (DE) Common Stock,United States,2015,Technology,EDP Services
RMR,The RMR Group Inc. Class A Common Stock,United States,,Finance,Real Estate
RMRM,RMR Mortgage Trust Common Stock,United States,,,
RMTI,Rockwell Medical Inc. (DE) Common Stock,United States,1998,Health Care,Major Pharmaceuticals
RNA,Avidity Biosciences Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
RNDB,Randolph Bancorp Inc. Common Stock,United States,2016,Finance,Major Banks
RNLX,Renalytix AI plc American Depositary Shares,United Kingdom,2020,Health Care,Medical Specialities
RNST,Renasant Corporation Common Stock,United States,,Finance,Major Banks
RNWK,RealNetworks Inc. Common Stock,United States,1997,Technology,EDP Services
ROAD,Construction Partners Inc. Class A Common Stock,United States,2018,Capital Goods,Engineering & Construction
ROCC,Roth CH Acquisition II Co. Common Stock,United States,2021,,
ROCCU,Roth CH Acquisition II Co. Unit,United States,2020,,
ROCCW,Roth CH Acquisition II Co. Warrant,United States,2021,Finance,Business Services
ROCK,Gibraltar Industries Inc. Common Stock,United States,1993,,
ROCR,Roth CH Acquisition III Co. Common stock,United States,2021,,
ROCRU,Roth CH Acquisition III Co. Unit,United States,2021,,
ROCRW,Roth CH Acquisition III Co. Warrant,United States,2021,Finance,Business Services
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),United States,,Consumer Services,Real Estate Investment Trusts
ROKU,Roku Inc. Class A Common Stock,United States,2017,Consumer Services,Television Services
ROLL,RBC Bearings Incorporated Common Stock,United States,2005,Capital Goods,Metal Fabrications
ROOT,Root Inc. Class A Common Stock,United States,2020,Finance,Property-Casualty Insurers
ROST,Ross Stores Inc. Common Stock,United States,1985,Consumer Services,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A Common Stock,United States,2018,Technology,EDP Services
RPD,Rapid7 Inc. Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
RPRX,Royalty Pharma plc Class A Ordinary Shares ,United States,2020,Health Care,Major Pharmaceuticals
RPTX,Repare Therapeutics Inc. Common Shares,Canada,2020,,
RRBI,Red River Bancshares Inc. Common Stock,United States,2019,Finance,Commercial Banks
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,United States,2002,Consumer Services,Restaurants
RRR,Red Rock Resorts Inc. Class A Common Stock,United States,2016,Consumer Services,Recreational Products/Toys
RSSS,Research Solutions Inc Common Stock,United States,,Technology,Retail: Computer Software & Peripheral Equipment
RSVA,Rodgers Silicon Valley Acquisition Corp. Common Stock,United States,2021,,
RSVAU,Rodgers Silicon Valley Acquisition Corp. Unit,United States,2020,,
RSVAW,Rodgers Silicon Valley Acquisition Corp. Warrant,United States,2021,Finance,Business Services
RTLR,Rattler Midstream LP Common Units,United States,2019,Energy,Oilfield Services/Equipment
RTPY,Reinvent Technology Partners Y Class A Ordinary Shares,United States,2021,Finance,Business Services
RTPYU,Reinvent Technology Partners Y Unit,United States,2021,Finance,Business Services
RTPYW,Reinvent Technology Partners Y Warrant,United States,2021,Finance,Business Services
RUBY,Rubius Therapeutics Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUN,Sunrun Inc. Common Stock,United States,2015,Capital Goods,Building Products
RUSHA,Rush Enterprises Inc. Common Stock Cl A,United States,,Consumer Services,Other Specialty Stores
RUSHB,Rush Enterprises Inc. Class B,United States,,Consumer Services,Other Specialty Stores
RUTH,Ruth's Hospitality Group Inc. Common Stock,United States,2005,Consumer Services,Restaurants
RVMD,Revolution Medicines Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
RVNC,Revance Therapeutics Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,United States,2020,Health Care,Major Pharmaceuticals
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,United States,2018,,
RVSB,Riverview Bancorp Inc Common Stock,United States,,Finance,Major Banks
RWLK,ReWalk Robotics Ltd. Ordinary Shares,Israel,2014,Health Care,Industrial Specialties
RXDX,Prometheus Biosciences Inc. Common Stock,United States,2021,Health Care,Major Pharmaceuticals
RXRA,RXR Acquisition Corp. Class A Common Stock,United States,2021,,
RXRAU,RXR Acquisition Corp. Units,United States,2021,,
RXRAW,RXR Acquisition Corp. Warrants to purchase Class A common stock,United States,2021,Finance,Business Services
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,United States,2021,Health Care,Major Pharmaceuticals
RXT,Rackspace Technology Inc. Common Stock,United States,2020,Technology,EDP Services
RYAAY,Ryanair Holdings plc American Depositary Shares,Ireland,1997,Transportation,Air Freight/Delivery Services
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
RZLT,Rezolute Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SABR,Sabre Corporation Common Stock,United States,2014,Technology,EDP Services
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,United States,,Technology,EDP Services
SAFM,Sanderson Farms Inc. Common Stock,United States,1987,,
SAFT,Safety Insurance Group Inc. Common Stock,United States,2002,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,United States,2014,Health Care,Major Pharmaceuticals
SAIA,Saia Inc. Common Stock,United States,,Transportation,Trucking Freight/Courier Services
SAII,Software Acquisition Group Inc. II Class A Common Stock,United States,2020,,
SAIIU,Software Acquisition Group Inc. II Unit,United States,2020,,
SAIIW,Software Acquisition Group Inc. II Warrant,United States,2020,Finance,Business Services
SAL,Salisbury Bancorp Inc. Common Stock,United States,,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A Common Stock,United States,1999,Consumer Services,Broadcasting
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States,2013,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,United States,2021,Consumer Durables,Specialty Chemicals
SANM,Sanmina Corporation Common Stock,United States,1993,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),United States,,,
SASR,Sandy Spring Bancorp Inc. Common Stock,United States,,Finance,Major Banks
SATS,EchoStar  Corporation Common Stock,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc. Common Stock,United States,,Health Care,Major Pharmaceuticals
SBAC,SBA Communications Corporation Class A Common Stock,United States,1999,Consumer Services,Real Estate Investment Trusts
SBBP,Strongbridge Biopharma plc Ordinary Shares,United States,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States,,Finance,Major Banks
SBEA,SilverBox Engaged Merger Corp I Class A Common Stock,United States,2021,,
SBEAU,SilverBox Engaged Merger Corp I Units,United States,2021,,
SBEAW,SilverBox Engaged Merger Corp I Warrant,United States,2021,,
SBFG,SB Financial Group Inc. Common Stock,United States,,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,United States,1995,Consumer Services,Broadcasting
SBLK,Star Bulk Carriers Corp. Common Shares,Greece,,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,Greece,,,
SBNY,Signature Bank Common Stock,United States,2004,Finance,Major Banks
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,United States,,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,United States,,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,United States,2017,Finance,Savings Institutions
SBTX,Silverback Therapeutics Inc. Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
SBUX,Starbucks Corporation Common Stock,United States,1992,,
SCAQU,Stratim Cloud Acquisition Corp. Unit,United States,2021,,
SCAQW,Stratim Cloud Acquisition Corp. Warrant,United States,2021,,
SCHL,Scholastic Corporation Common Stock,United States,1992,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,United States,1993,Basic Industries,Steel/Iron Ore
SCKT,Socket Mobile Inc. Common Stock,United States,,Technology,Computer Manufacturing
SCLE,Broadscale Acquisition Corp. Class A common stock,United States,2021,,
SCLEU,Broadscale Acquisition Corp. Units,United States,2021,,
SCLEW,Broadscale Acquisition Corp. Warrant,United States,2021,Finance,Business Services
SCOA,ScION Tech Growth I Class A Ordinary Shares,United Kingdom,2021,Finance,Business Services
SCOAU,ScION Tech Growth I Unit,United Kingdom,2020,Finance,Business Services
SCOAW,ScION Tech Growth I Warrant,United Kingdom,2021,Finance,Business Services
SCOB,ScION Tech Growth II Class A Ordinary Shares,United Kingdom,2021,Finance,Business Services
SCOBU,ScION Tech Growth II Units,United Kingdom,2021,Finance,Business Services
SCOBW,ScION Tech Growth II Warrants,United Kingdom,2021,Finance,Business Services
SCOR,comScore Inc. Common Stock,United States,2018,Miscellaneous,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,United States,2017,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation Class A Common Stock,United States,2019,Technology,Computer Software: Prepackaged Software
SCPS,Scopus BioPharma Inc. Common Stock,United States,2020,Health Care,Major Pharmaceuticals
SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,Canada,,,
